Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
905,Igor Jesus,br BRA,FW,Nottingham,eng Premier League,25.0,2001,4,2,227,2.5,1,0,1,1,0,0,1,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,905,br BRA,FW,eng Premier League,25-201,2001,2.5,1,7,3,42.9,2.78,1.19,0.14,0.33,0,0,1123,br BRA,FW,eng Premier League,25-201,2001,4,227,57,63.1,2.5,2,90,1,2,24,0,1.25,3,3,0,0.00,0.00,905,br BRA,FW,eng Premier League,25-201,2001,2.5,1,0,0,6,5,1,0,0,1,0
906,Juan Jesus,br BRA,DF,Venezia,it Serie A,35.0,1991,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,906,br BRA,DF,it Serie A,35-096,1991,0.2,0,0,0,,0.00,0.00,,,0,0,1124,br BRA,DF,it Serie A,35-096,1991,1,22,22,6.1,0.2,0,,0,1,22,0,0.00,1,1,0,0.00,+1.86,906,br BRA,DF,it Serie A,35-096,1991,0.2,0,0,0,1,0,0,0,1,1,0
907,Álex Jiménez,es ESP,DF,Fiorentina,it Serie A,21.0,2005,3,2,202,2.2,0,1,1,0,0,0,1,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,907,es ESP,DF,it Serie A,21-129,2005,2.2,0,2,0,0.0,0.89,0.00,0.00,,0,0,1125,es ESP,DF,it Serie A,21-129,2005,3,202,67,56.1,2.2,2,87,1,1,29,1,1.00,4,6,-2,-0.89,+1.39,907,es ESP,DF,it Serie A,21-129,2005,2.2,1,0,0,1,1,0,7,2,5,0
908,João Pedro,br BRA,FW,Chelsea,eng Premier League,24.0,2001,4,4,360,4.0,3,3,6,3,0,0,1,0,1.50,,,,,,,,,,,,,,,,,,,,,,,,,908,br BRA,FW,eng Premier League,24-353,2001,4.0,3,11,4,36.4,2.75,1.00,0.27,0.75,0,0,1126,br BRA,FW,eng Premier League,24-353,2001,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,10,9,+1,+0.25,,908,br BRA,FW,eng Premier League,24-353,2001,4.0,1,0,0,5,12,0,3,0,1,1
909,Jofre,es ESP,MF,Espanyol,es La Liga,25.0,2001,3,0,21,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,909,es ESP,MF,es La Liga,25-089,2001,0.2,0,2,0,0.0,8.57,0.00,0.00,,0,0,1127,es ESP,MF,es La Liga,25-089,2001,3,21,7,4.7,0.2,0,,0,3,7,2,1.00,0,1,-1,-4.29,-5.12,909,es ESP,MF,es La Liga,25-089,2001,0.2,0,0,0,0,1,0,1,0,0,0
910,Þórir Jóhann Helgason,is ISL,MF,Venezia,it Serie A,25.0,2000,1,0,47,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,910,is ISL,MF,it Serie A,25-351,2000,0.5,0,1,1,100.0,1.91,1.91,0.00,0.00,0,0,1128,is ISL,MF,it Serie A,25-351,2000,1,47,47,13.1,0.5,0,,0,1,47,3,0.00,1,2,-1,-1.91,-0.19,910,is ISL,MF,it Serie A,25-351,2000,0.5,0,0,0,2,0,0,0,0,0,0
911,Ísak Jóhannesson,is ISL,MF,Köln,de Bundesliga,23.0,2003,3,2,206,2.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,911,is ISL,MF,de Bundesliga,23-175,2003,2.3,0,3,1,33.3,1.31,0.44,0.00,0.00,0,0,1129,is ISL,MF,de Bundesliga,23-175,2003,3,206,69,76.3,2.3,2,90,2,1,26,0,1.33,4,7,-3,-1.31,-2.72,911,is ISL,MF,de Bundesliga,23-175,2003,2.3,0,0,0,0,2,0,17,0,4,0
912,Brennan Johnson,wls WAL,MF,Everton,eng Premier League,25.0,2001,4,2,175,1.9,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,912,wls WAL,MF,eng Premier League,25-114,2001,1.9,0,2,0,0.0,1.03,0.00,0.00,,0,0,1131,wls WAL,MF,eng Premier League,25-114,2001,4,175,44,48.6,1.9,2,70,0,2,18,0,1.50,1,1,0,0.00,-0.97,912,wls WAL,MF,eng Premier League,25-114,2001,1.9,1,0,0,4,1,3,6,3,2,0
913,Curtis Jones,eng ENG,"FW,MF",Inter,it Serie A,25.0,2001,2,0,71,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,913,eng ENG,"FW,MF",it Serie A,25-227,2001,0.8,0,2,0,0.0,2.54,0.00,0.00,,0,0,1132,eng ENG,"FW,MF",it Serie A,25-227,2001,2,71,36,26.3,0.8,0,,0,2,36,0,3.00,3,2,+1,+1.27,-0.54,913,eng ENG,"FW,MF",it Serie A,25-227,2001,0.8,0,0,0,1,2,0,1,0,2,0
914,Josan,es ESP,"DF,MF",Elche,es La Liga,36.0,1989,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,914,es ESP,"DF,MF",es La Liga,36-285,1989,0.2,0,0,0,,0.00,0.00,,,0,0,1133,es ESP,"DF,MF",es La Liga,36-285,1989,2,17,9,3.8,0.2,0,,0,2,9,3,0.00,0,1,-1,-5.29,-4.05,914,es ESP,"DF,MF",es La Liga,36-285,1989,0.2,0,0,0,0,0,0,11,0,0,0
915,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,25.0,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,42,br BRA,GK,es La Liga,25-243,2001,4,4,360,4.0,8,2.00,14,6,42.9,0,2,2,0,0.0,1,1,0,0,915,br BRA,GK,es La Liga,25-243,2001,4.0,0,0,0,,0.00,0.00,,,0,0,1136,br BRA,GK,es La Liga,25-243,2001,4,360,90,100.0,4.0,4,90,4,0,,0,0.50,6,8,-2,-0.50,,915,br BRA,GK,es La Liga,25-243,2001,4.0,0,0,0,0,0,0,0,0,0,0
916,Vinicius Júnior,br BRA,MF,Real Madrid,es La Liga,26.0,2000,5,5,441,4.9,1,3,4,1,0,0,2,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,916,br BRA,MF,es La Liga,26-064,2000,4.9,1,15,5,33.3,3.06,1.02,0.07,0.20,0,0,1138,br BRA,MF,es La Liga,26-064,2000,5,441,88,98.0,4.9,5,88,3,0,,0,2.40,13,4,+9,+1.84,-8.16,916,br BRA,MF,es La Liga,26-064,2000,4.9,2,0,0,4,19,0,16,0,3,0
917,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,31.0,1995,3,3,253,2.8,0,2,2,0,0,0,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,917,hr CRO,DF,de Bundesliga,31-029,1995,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,0,0,1139,hr CRO,DF,de Bundesliga,31-029,1995,3,253,84,93.7,2.8,3,84,2,0,,0,0.33,4,10,-6,-2.13,-2.13,917,hr CRO,DF,de Bundesliga,31-029,1995,2.8,0,0,0,0,0,0,30,4,6,0
918,James Justin,eng ENG,"MF,DF",Leeds United,eng Premier League,28.0,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,918,eng ENG,"MF,DF",eng Premier League,28-203,1998,3.0,0,3,2,66.7,1.00,0.67,0.00,0.00,0,0,1140,eng ENG,"MF,DF",eng Premier League,28-203,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.67,3,2,+1,+0.33,,918,eng ENG,"MF,DF",eng Premier League,28-203,1998,3.0,0,0,0,3,3,0,5,4,7,0
919,Ferran Jutglà,es ESP,FW,Celta Vigo,es La Liga,27.0,1999,6,4,324,3.6,1,0,1,1,0,0,0,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,919,es ESP,FW,es La Liga,27-225,1999,3.6,1,4,2,50.0,1.11,0.56,0.25,0.50,0,0,1141,es ESP,FW,es La Liga,27-225,1999,6,324,54,60.0,3.6,4,76,1,2,10,0,0.67,1,3,-2,-0.56,-0.14,919,es ESP,FW,es La Liga,27-225,1999,3.6,0,0,0,5,8,1,2,0,0,0
920,Filip Jørgensen,dk DEN,GK,Strasbourg,fr Ligue 1,24.0,2002,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,43,dk DEN,GK,fr Ligue 1,24-151,2002,4,4,360,4.0,8,2.00,24,16,66.7,2,1,1,0,0.0,2,2,0,0,920,dk DEN,GK,fr Ligue 1,24-151,2002,4.0,0,0,0,,0.00,0.00,,,0,0,1142,dk DEN,GK,fr Ligue 1,24-151,2002,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,9,8,+1,+0.25,,920,dk DEN,GK,fr Ligue 1,24-151,2002,4.0,1,0,0,0,2,0,0,0,1,0
921,Thomas Jørgensen,dk DEN,MF,Toulouse,fr Ligue 1,20.0,2005,4,4,347,3.9,1,0,1,1,0,0,0,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,921,dk DEN,MF,fr Ligue 1,20-349,2005,3.9,1,9,3,33.3,2.33,0.78,0.11,0.33,0,0,1143,dk DEN,MF,fr Ligue 1,20-349,2005,4,347,87,96.4,3.9,4,87,3,0,,0,0.50,4,6,-2,-0.52,+6.40,921,dk DEN,MF,fr Ligue 1,20-349,2005,3.9,0,0,0,5,1,1,11,3,4,0
922,Mohamed Kaba,gn GUI,MF,Lecce,it Serie A,24.0,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,922,gn GUI,MF,it Serie A,24-322,2001,0.1,0,0,0,,0.00,0.00,,,0,0,1144,gn GUI,MF,it Serie A,24-322,2001,1,6,6,1.7,0.1,0,,0,1,6,0,3.00,0,1,-1,-15.00,-14.75,922,gn GUI,MF,it Serie A,24-322,2001,0.1,0,0,0,1,0,0,0,0,0,0
923,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,26.0,2000,3,3,258,2.9,1,0,1,1,0,0,2,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,923,tr TUR,DF,de Bundesliga,26-173,2000,2.9,1,5,2,40.0,1.74,0.70,0.20,0.50,0,0,1145,tr TUR,DF,de Bundesliga,26-173,2000,3,258,86,95.6,2.9,3,86,2,0,,0,1.00,6,6,0,0.00,+7.50,923,tr TUR,DF,de Bundesliga,26-173,2000,2.9,2,0,0,8,0,0,3,3,2,0
924,Christian Kabasele,be BEL,DF,Udinese,it Serie A,35.0,1991,1,0,53,0.6,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,924,be BEL,DF,it Serie A,35-202,1991,0.6,0,0,0,,0.00,0.00,,,0,0,1146,be BEL,DF,it Serie A,35-202,1991,1,53,53,19.6,0.6,0,,0,1,53,0,0.00,1,2,-1,-1.70,-2.11,924,be BEL,DF,it Serie A,35-202,1991,0.6,0,0,0,1,0,0,0,0,1,0
925,Anton Kade,de GER,MF,Augsburg,de Bundesliga,22.0,2004,1,1,90,1.0,1,1,2,1,0,0,0,0,2.00,,,,,,,,,,,,,,,,,,,,,,,,,925,de GER,MF,de Bundesliga,22-240,2004,1.0,1,6,4,66.7,6.00,4.00,0.17,0.25,0,0,1147,de GER,MF,de Bundesliga,22-240,2004,1,90,90,33.3,1.0,1,90,1,0,,0,3.00,3,0,+3,+3.00,+1.50,925,de GER,MF,de Bundesliga,22-240,2004,1.0,0,0,0,1,1,0,1,0,0,0
926,Ferdi Kadioglu,tr TUR,DF,Brighton,eng Premier League,26.0,1999,3,3,257,2.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,926,tr TUR,DF,eng Premier League,26-342,1999,2.9,0,3,1,33.3,1.05,0.35,0.00,0.00,0,0,1149,tr TUR,DF,eng Premier League,26-342,1999,3,257,86,71.4,2.9,3,86,2,0,,0,1.33,9,5,+4,+1.40,-2.09,926,tr TUR,DF,eng Premier League,26-342,1999,2.9,0,0,0,2,4,0,3,1,1,0
927,Arnaud Kalimuendo,fr FRA,FW,Nottingham,eng Premier League,24.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,927,fr FRA,FW,eng Premier League,24-237,2002,0.0,0,0,0,,0.00,0.00,,,0,0,1150,fr FRA,FW,eng Premier League,24-237,2002,1,1,1,0.3,0.0,0,,0,1,1,1,0.00,0,0,0,0.00,0.00,927,fr FRA,FW,eng Premier League,24-237,2002,0.0,0,0,0,0,0,0,0,0,0,0
928,Joseph Kalulu,fr FRA,DF,Angers,fr Ligue 1,21.0,2004,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,928,fr FRA,DF,fr Ligue 1,21-289,2004,3.0,0,1,0,0.0,0.33,0.00,0.00,,0,0,1151,fr FRA,DF,fr Ligue 1,21-289,2004,3,270,90,75.0,3.0,3,90,3,0,,1,1.33,4,3,+1,+0.33,+2.33,928,fr FRA,DF,fr Ligue 1,21-289,2004,3.0,1,0,0,0,5,0,7,4,4,0
929,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,26.0,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,929,fr FRA,DF,it Serie A,26-101,2000,4.0,0,1,1,100.0,0.25,0.25,0.00,0.00,0,0,1152,fr FRA,DF,it Serie A,26-101,2000,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,6,4,+2,+0.50,,929,fr FRA,DF,it Serie A,26-101,2000,4.0,0,0,0,1,3,0,10,4,4,0
930,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,30.0,1996,4,4,351,3.9,0,3,3,0,0,0,1,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,930,jp JPN,MF,eng Premier League,30-040,1996,3.9,0,1,0,0.0,0.26,0.00,0.00,,0,0,1153,jp JPN,MF,eng Premier League,30-040,1996,4,351,88,97.5,3.9,4,88,2,0,,0,0.75,6,10,-4,-1.03,+8.97,930,jp JPN,MF,eng Premier League,30-040,1996,3.9,1,0,0,1,6,3,5,2,8,0
931,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,26.0,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,931,fr FRA,MF,eng Premier League,26-295,1999,4.0,0,0,0,,0.00,0.00,,,0,0,1155,fr FRA,MF,eng Premier League,26-295,1999,4,360,90,100.0,4.0,4,90,4,0,,0,0.25,1,7,-6,-1.50,,931,fr FRA,MF,eng Premier League,26-295,1999,4.0,0,0,0,7,7,0,1,2,5,0
932,Hassane Kamara,ci CIV,MF,Udinese,it Serie A,32.0,1994,3,3,270,3.0,2,1,3,2,0,0,0,0,1.00,,,,,,,,,,,,,,,,,,,,,,,,,932,ci CIV,MF,it Serie A,32-193,1994,3.0,2,7,5,71.4,2.33,1.67,0.29,0.40,0,0,1156,ci CIV,MF,it Serie A,32-193,1994,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,5,5,0,0.00,,932,ci CIV,MF,it Serie A,32-193,1994,3.0,0,0,0,2,0,0,11,3,7,0
933,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,33.0,1993,3,2,218,2.4,1,1,2,1,0,0,0,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,933,eng ENG,FW,de Bundesliga,33-048,1993,2.4,1,11,2,18.2,4.54,0.83,0.09,0.50,0,0,1160,eng ENG,FW,de Bundesliga,33-048,1993,3,218,73,80.7,2.4,2,87,1,1,45,0,2.33,6,2,+4,+1.65,-0.08,933,eng ENG,FW,de Bundesliga,33-048,1993,2.4,0,0,0,1,6,1,2,1,0,0
934,Lee Kang-in,kr KOR,"FW,MF",Atlético Madrid,es La Liga,25.0,2001,5,4,287,3.2,1,1,2,1,0,0,1,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,934,kr KOR,"FW,MF",es La Liga,25-207,2001,3.2,1,12,1,8.3,3.76,0.31,0.08,1.00,0,0,1161,kr KOR,"FW,MF",es La Liga,25-207,2001,5,287,57,63.8,3.2,4,63,0,1,34,0,2.00,6,4,+2,+0.63,-0.48,934,kr KOR,"FW,MF",es La Liga,25-207,2001,3.2,1,0,0,5,8,0,3,1,5,0
935,Kenan Karaman,tr TUR,MF,Schalke 04,de Bundesliga,32.0,1994,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,935,tr TUR,MF,de Bundesliga,32-193,1994,1.0,0,2,0,0.0,2.09,0.00,0.00,,0,0,1163,tr TUR,MF,de Bundesliga,32-193,1994,2,86,43,31.9,1.0,1,79,0,1,7,0,2.00,2,0,+2,+2.09,+3.56,935,tr TUR,MF,de Bundesliga,32-193,1994,1.0,0,0,0,0,1,2,0,1,0,0
936,Kos Karetsas,gr GRE,"MF,FW",Dortmund,de Bundesliga,18.0,2007,2,2,134,1.5,0,1,1,0,0,0,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,936,gr GRE,"MF,FW",de Bundesliga,18-299,2007,1.5,0,6,3,50.0,4.03,2.01,0.00,0.00,0,0,1165,gr GRE,"MF,FW",de Bundesliga,18-299,2007,2,134,67,49.6,1.5,2,67,0,0,,0,3.00,3,2,+1,+0.67,-2.64,936,gr GRE,"MF,FW",de Bundesliga,18-299,2007,1.5,0,0,0,2,6,0,6,0,0,0
937,Dermane Karim,tg TOG,MF,Troyes,fr Ligue 1,22.0,2003,3,2,186,2.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,937,tg TOG,MF,fr Ligue 1,22-262,2003,2.1,0,4,1,25.0,1.94,0.48,0.00,0.00,0,0,1166,tg TOG,MF,fr Ligue 1,22-262,2003,3,186,62,51.7,2.1,2,87,1,1,13,1,1.00,1,5,-4,-1.94,-1.42,937,tg TOG,MF,fr Ligue 1,22-262,2003,2.1,0,0,0,4,1,0,2,2,1,0
938,Loris Karius,de GER,GK,Schalke 04,de Bundesliga,33.0,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,44,de GER,GK,de Bundesliga,33-084,1993,3,3,270,3.0,4,1.33,26,22,84.6,1,1,1,1,33.3,0,0,0,0,938,de GER,GK,de Bundesliga,33-084,1993,3.0,0,0,0,,0.00,0.00,,,0,0,1167,de GER,GK,de Bundesliga,33-084,1993,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,3,4,-1,-0.33,,938,de GER,GK,de Bundesliga,33-084,1993,3.0,1,0,0,0,1,0,0,0,0,0
939,Lennart Karl,de GER,MF,Bayern Munich,de Bundesliga,18.0,2008,3,2,127,1.4,1,0,1,1,0,0,0,0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,939,de GER,MF,de Bundesliga,18-204,2008,1.4,1,4,3,75.0,2.83,2.13,0.25,0.33,0,0,1168,de GER,MF,de Bundesliga,18-204,2008,3,127,42,47.0,1.4,2,60,0,1,7,0,2.33,2,1,+1,+0.71,-1.81,939,de GER,MF,de Bundesliga,18-204,2008,1.4,0,0,0,0,0,0,3,0,1,0
940,Jesper Karlström,se SWE,MF,Udinese,it Serie A,31.0,1995,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,940,se SWE,MF,it Serie A,31-085,1995,3.0,1,1,1,100.0,0.33,0.33,1.00,1.00,0,0,1169,se SWE,MF,it Serie A,31-085,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,5,5,0,0.00,,940,se SWE,MF,it Serie A,31-085,1995,3.0,1,0,0,4,1,0,5,1,4,0
941,Nikola Katić,ba BIH,DF,Schalke 04,de Bundesliga,29.0,1996,3,3,255,2.8,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,941,ba BIH,DF,de Bundesliga,29-339,1996,2.8,0,0,0,,0.00,0.00,,,0,0,1170,ba BIH,DF,de Bundesliga,29-339,1996,3,255,85,94.4,2.8,3,85,2,0,,0,1.33,3,2,+1,+0.35,+12.35,941,ba BIH,DF,de Bundesliga,29-339,1996,2.8,1,0,0,1,2,0,1,1,4,0
942,Panos Katseris,gr GRE,MF,Lorient,fr Ligue 1,25.0,2001,4,2,160,1.8,0,3,3,0,0,0,1,0,1.69,,,,,,,,,,,,,,,,,,,,,,,,,942,gr GRE,MF,fr Ligue 1,25-071,2001,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,0,0,1171,gr GRE,MF,fr Ligue 1,25-071,2001,4,160,40,44.4,1.8,2,62,0,2,19,0,1.25,3,1,+2,+1.13,+2.03,942,gr GRE,MF,fr Ligue 1,25-071,2001,1.8,1,0,0,1,2,0,14,4,3,0
943,Michael Kayode,it ITA,DF,Brentford,eng Premier League,22.0,2004,4,3,227,2.5,1,0,1,1,0,0,0,0,0.40,,,,,,,,,,,,,,,,,,,,,,,,,943,it ITA,DF,eng Premier League,22-066,2004,2.5,1,6,1,16.7,2.38,0.40,0.17,1.00,0,0,1173,it ITA,DF,eng Premier League,22-066,2004,4,227,57,63.1,2.5,3,69,0,1,20,0,1.50,4,1,+3,+1.19,+1.19,943,it ITA,DF,eng Premier League,22-066,2004,2.5,0,0,0,4,4,0,7,4,1,0
944,Moise Kean,it ITA,FW,Como,it Serie A,26.0,2000,1,0,25,0.3,0,1,1,0,0,0,0,0,3.60,,,,,,,,,,,,,,,,,,,,,,,,,944,it ITA,FW,it Serie A,26-198,2000,0.3,0,0,0,,0.00,0.00,,,0,0,1174,it ITA,FW,it Serie A,26-198,2000,1,25,25,9.3,0.3,0,,0,1,25,0,3.00,1,0,+1,+3.60,+2.50,944,it ITA,FW,it Serie A,26-198,2000,0.3,0,0,0,0,0,1,1,0,0,0
945,Moise Kean,it ITA,FW,Fiorentina,it Serie A,26.0,2000,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,945,it ITA,FW,it Serie A,26-198,2000,0.3,0,2,2,100.0,6.43,6.43,0.00,0.00,0,0,1175,it ITA,FW,it Serie A,26-198,2000,1,28,28,7.8,0.3,0,,0,1,28,0,0.00,0,1,-1,-3.21,-1.86,945,it ITA,FW,it Serie A,26-198,2000,0.3,0,0,0,0,2,0,0,0,0,0
946,Ilan Kebbal,dz ALG,MF,Paris FC,fr Ligue 1,28.0,1998,4,4,334,3.7,0,1,1,0,0,0,0,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,946,dz ALG,MF,fr Ligue 1,28-067,1998,3.7,0,9,3,33.3,2.43,0.81,0.00,0.00,0,0,1177,dz ALG,MF,fr Ligue 1,28-067,1998,4,334,84,92.8,3.7,4,84,1,0,,0,2.00,4,2,+2,+0.54,-6.38,946,dz ALG,MF,fr Ligue 1,28-067,1998,3.7,0,0,0,7,7,1,12,2,2,0
947,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,29.0,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,947,de GER,DF,fr Ligue 1,29-358,1996,0.0,0,0,0,,0.00,0.00,,,0,0,1178,de GER,DF,fr Ligue 1,29-358,1996,1,2,2,0.6,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-1.01,947,de GER,DF,fr Ligue 1,29-358,1996,0.0,0,0,0,0,0,0,0,0,0,0
948,Felix Keidel,de GER,MF,Elversberg,de Bundesliga,23.0,2003,3,3,252,2.8,1,0,1,1,0,0,1,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,948,de GER,MF,de Bundesliga,23-092,2003,2.8,1,2,1,50.0,0.71,0.36,0.50,1.00,0,0,1179,de GER,MF,de Bundesliga,23-092,2003,3,252,84,93.3,2.8,3,84,2,0,,0,2.00,8,7,+1,+0.36,+0.36,948,de GER,MF,de Bundesliga,23-092,2003,2.8,1,0,0,4,2,0,12,6,3,0
949,Mandela Keita,be BEL,"MF,FW",Parma,it Serie A,24.0,2002,3,3,254,2.8,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,949,be BEL,"MF,FW",it Serie A,24-127,2002,2.8,0,0,0,,0.00,0.00,,,0,0,1180,be BEL,"MF,FW",it Serie A,24-127,2002,3,254,85,94.1,2.8,3,85,2,0,,0,0.33,1,3,-2,-0.71,+4.92,949,be BEL,"MF,FW",it Serie A,24-127,2002,2.8,1,0,0,2,10,0,0,4,0,0
950,Yannik Keitel,de GER,MF,Augsburg,de Bundesliga,26.0,2000,2,0,14,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,950,de GER,MF,de Bundesliga,26-211,2000,0.2,0,0,0,,0.00,0.00,,,0,0,1181,de GER,MF,de Bundesliga,26-211,2000,2,14,7,5.2,0.2,0,,0,2,7,1,2.00,1,1,0,0.00,-2.11,950,de GER,MF,de Bundesliga,26-211,2000,0.2,0,0,0,0,0,0,0,0,0,0
951,Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,27.0,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,45,ie IRL,GK,eng Premier League,27-295,1998,4,4,360,4.0,4,1.00,19,15,78.9,1,3,0,1,25.0,1,1,0,0,951,ie IRL,GK,eng Premier League,27-295,1998,4.0,0,0,0,,0.00,0.00,,,0,0,1182,ie IRL,GK,eng Premier League,27-295,1998,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,7,4,+3,+0.75,,951,ie IRL,GK,eng Premier League,27-295,1998,4.0,0,0,0,0,0,0,0,0,0,0
952,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,27.0,1998,3,1,151,1.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,952,eng ENG,DF,it Serie A,27-343,1998,1.7,0,1,0,0.0,0.60,0.00,0.00,,0,0,1183,eng ENG,DF,it Serie A,27-343,1998,3,151,50,41.9,1.7,1,90,1,2,31,1,2.00,4,3,+1,+0.60,+0.17,952,eng ENG,DF,it Serie A,27-343,1998,1.7,0,0,0,2,1,0,1,0,0,0
